ID_Mag,magnitude_name
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
ml,Magnitud local
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
ml,Magnitud local
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
ml,Magnitud local
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
ml,Magnitud local
ml,Magnitud local
mb,Magnitud de ondas internas
ml,Magnitud local
ml,Magnitud local
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
ml,Magnitud local
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
ml,Magnitud local
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
ml,Magnitud local
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mww,Magnitud de momento
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
ml,Magnitud local
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
ml,Magnitud local
mb,Magnitud de ondas internas
mwr,Magnitud de momento
ml,Magnitud local
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
ml,Magnitud local
ml,Magnitud local
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
ml,Magnitud local
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
ml,Magnitud local
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
ml,Magnitud local
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
ml,Magnitud local
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
ml,Magnitud local
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
ml,Magnitud local
mww,Magnitud de momento
ml,Magnitud local
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
ml,Magnitud local
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
ml,Magnitud local
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb_lg,Magnitud a partir de la amplitud de la fase Lg
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mwr,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mww,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mwr,Magnitud de momento
mww,Magnitud de momento
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
mb,Magnitud de ondas internas
